Unnamed: 0,Context,Verb.form,Recipient,Theme,morph_case
3500,"b: um, i'm in favor of that. i think that, you know, every parent, i think if we were given so much money in a voucher and we're able to choose which schools to take our children to, i think that would put competition between the schools and give the teachers some incentives to make, you know, to do a better job and the principals to have their schools being better, and, and i think it would put a lot of pressure that's needed on the education, uh, folks, so that they would, you know, do better rather than just getting into their jobs and getting their tenure and not having to put forth a lot. i",give,the teachers,some incentives to do a better job,dat
3501,"a: and so that -- //b: -- pretty much that time. //a: -- kind of gives him, uh, time with his dad, then. //b: yeah, that's true, yeah. //a: gives him a little bit of that individual time. //b: but, but it is hard, once they get that age, i mean, their friends are the most important thing there is. ",gives,him,a little bit of that individual time,dat
3502," b: -- you know, like, uh, just like a friend of mine used to tell me, he goes, uh, if you work out with free weights, you know, and a car falls on you, think the free weights going to give you better, uh,  better idea -- //a:  yeah. ",give,you,better idea of what 's going to happen,dat
3503,"that i've, you know, kind of had some sympathy for is, though, that, you know, when you have someone that's, you know, that, that, that's, you know, that you are going to be stuck, is going to be stuck with life imprisonment, you know, or two hundred and fifty years, you know, none of it served, you know, at the same time, that, you know, to give them the choice of having the death penalty. ",give,them,the choice of having the death penalty,dat
3504,"b: -- uh, i, my job has most of the benefits i want. uh, what i really like is, i like being, like they send me to conferences for instance, but probably not as much as i'd like but, uh, you know, that's just nice being, you know, having a company being able to give you time to do that sort of thing and sort of, uh, they also, a really important thing to me is when they, uh, they pay for continuing education. like, i, i get night courses that they they'll cover right now and that's really good .",give,you,time to do that sort of thing,dat
3505,"pay our teachers so little. //a: uh-huh. //b: and we give them so much, so, such a small budget to work with. //a: uh-huh. //b: and with, you know, with a virtually nonexistent budget they have to supply",give,them,such a small budget to work with,dat
3506,"themselves, they will, they will learn well. for example, if you t-, deal with, uh, math scores, uh, u s math scores are, um, i don't know, seventeenth out of twenty-three industrialized nations. we're really low. i mean i'd be really even surprised if they were that high. these are, these are scores on standardized tests and yet if you, uh, give american students the question, i am good at math, they'll rank themselves much higher than will, for example, korean students who do much better at math. and a,  a number of educational theorists, uh, pre-, predominately conservative, or they're called conservative because they think this i suppose, say that the problem is that",give,american students,the question i am good at math,dat
3507,"b: -- can give you idea of the character of the school. uh, whether you, you know, in one sense, whether you've got a spirit of innovation and excellence or whether you've got a, a spirit of, somewhat unkind, but -- //a: uh-huh.",give,you,idea of the character of the school,dat
3508,"maybe a preschool a couple of hours a day for the older one next year -- //b: uh-huh. //a: -- uh, just to give him a little more time with other kids and to give my wife a little more time with the, the baby. //b: right.",give,my wife,a little more time with the baby,dat
3509,"commission's not a, the full ten percent or whatever it is and -- //a: uh-huh. //b: -- it gives you a different  perspective on what people do. //a: uh-huh, uh-huh. well those travel magazines, are that, more or less, show you different countries that you could go to or, //",gives,you,a different perspective on what people do,dat
3510,"of calculators and pocket computers and add it all up. it was, //b: right, the, the jurors request an i b m three seventy . //a: yeah, right, would you give me an i, i, i d m s system or something like that?",give,me,an idms system or something like that,dat
3511,"a: right. //b: and if they can test the teachers, that gives them the full right to test the kids. ",gives,them,the full right to test the kids,dat
3512,b: uh-huh. //a: -- when we got it and the problem is it's the fully loaded gives the car more chances for things to go wrong  -- //b: uh-huh. //,gives,the car,more chances for things to go wrong,dat
3513,"b: yeah. wh-, what happens if you were to fail? then do they give you like one ch-, one more chance or two more chances?",give,you,one more chance or two more chances,dat
3514,"b:  oh, i like it. i, i, i have a foreign, actually i have more than one foreign automobile. and i, i, i find the, uh, i find the, the nondecimal system with all the halves and quarters, i was trying to build a shed and they give you these measurements like forty-two and three eighths inches and we had to go a little less and trying to figure what's less than three eighths, uh ...",give,you,these measurements like forty-two and three eighths inches,dat
3515,"b: and there's some things, some programs that just don't seem to be working at all. uh, an awful lot of the social programs and welfare programs. they're just seem to be self perpetuating and, uh, certainly in a lot of the state and local regulations that are involved just force individuals into perpetuating the same activity and gives them no incentive whatever to solve their own problems.",gives,them,no incentive whatever to solve their own problems,dat
