Line,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
<yes> and then he followed over here with the first miners and it's he told me a lot about the early days up here too,told me a lot about the early days up here,told,me,Def,pronoun,Anim,a lot about the early days up here,Indef,non,Inanim
they'd be able to tell you quite a few stories about them   yes,tell you quite a few stories about them,tell,you,Def,pronoun,Anim,quite a few stories about them,Indef,non,Inanim
no I couldn't tell you that <no>,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
but uh . uh and I couldn't tell you how he managed to come directly to Arrowtown .,tell you how he managed to come directly to Arrowtown .,tell,you,Def,pronoun,Anim,how he managed to come directly to Arrowtown,Indef,non,Inanim
I remember as a very small boy and uh tell you this ?,tell you this ?,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
and uh the doctor gave them temporary relief and uh .,gave them temporary relief,gave,them,Def,pronoun,Anim,temporary relief,Indef,non,Inanim
yes oh well I can tell you something before his time <good>  as,tell you something before his time,tell,you,Def,pronoun,Anim,something before his time,Indef,non,Inanim
suppose tomorrow I could tell you half a dozen,tell you half a dozen,tell,you,Def,pronoun,Anim,half a dozen,Indef,non,Inanim
B: oh I can tell you a funny little story in connection with it if you like .,tell you a funny little story in connection with it,tell,you,Def,pronoun,Anim,a funny little story in connection with it,Indef,non,Inanim
now I could go uhh .  I've given you enough you can .,given you enough,given,you,Def,pronoun,Anim,enough,Indef,non,Inanim
six or seven months - give them a trial .,give them a trial .,give,them,Def,pronoun,Anim,a trial,Indef,non,Inanim
Mr Woollams he give me half a crown and Mr Cadman give me two and six,give me half a crown,give,me,Def,pronoun,Anim,half a crown,Indef,non,Inanim
Mr Woollams he give me half a crown and Mr Cadman give me two and six,give me two and six,give,me,Def,pronoun,Anim,two and six,Indef,non,Inanim
. to give him a hand .,give him a hand .,give,him,Def,pronoun,Anim,a hand,Indef,non,Inanim
so he brought us one and me father said all right bring me up one and he brought it up .,brought us one,brought,us,Def,pronoun,Anim,one,Indef,pronoun,Anim
he wanted a pick and someone lent him one .,lent him one .,lent,him,Def,pronoun,Anim,one,Indef,pronoun,Inanim
and ahh I tell you what they could give you some .,give you some .  things,give,you,Def,pronoun,Anim,some things,Indef,non,Inanim
but I . I can't give you the figures er of it .,give you the figures er of it .,give,you,Def,pronoun,Anim,the figures of it,Def,non,Inanim
he'd give them lawyers advice .,give them lawyers advice .,give,them,Def,pronoun,Anim,lawyers advice,Indef,non,Inanim
oh I can't tell you very much about it except that ahh .,tell you very much about it,tell,you,Def,pronoun,Anim,very much about it,Indef,non,Inanim
but he never told the passengers that what he used to .,told the passengers that,told,the passengers,Def,non,Anim,that,Def,pronoun,Inanim
went and got two bushels oats . give it a mix in with the chaff,give it a mix in with the chaff,give,it,Def,pronoun,Inanim,a mix in with the chaff,Indef,non,Inanim
had to give him thirty five bob to take it .,give him thirty five bob,give,him,Def,pronoun,Anim,thirty five bob,Indef,non,Inanim
he wanted give me to give him ten bob .,give him ten bob .,give,him,Def,pronoun,Anim,ten bob,Indef,non,Inanim
but he'd beat them anyhow oh they'd give him so much to get away at the finish didn't they .,give him so much,give,him,Def,pronoun,Anim,so much,Indef,non,Inanim
and that gave the men the lead . that it was a district suitable for fruit growing,gave the men the lead . that it was a district suitable for fruit growing,gave,the men,Def,non,Anim,the lead that it was a district suitable for fruit growing,Def,non,Inanim
the men used to sit on him <[unclear]> and give him a really bad time .,give him a really bad time .,give,him,Def,pronoun,Anim,a really bad time,Indef,non,Inanim
somebody just said to her oh ask Miss Mason what she can tell you . well I said I can't tell you very much .,tell you very much .,tell,you,Def,pronoun,Anim,very much,Indef,non,Inanim
no . I really couldn't tell you anything about that part of the trip but I think I might be able to tell you a little more .,tell you anything about that part of the trip,tell,you,Def,pronoun,Anim,anything about that part of the trip,Indef,non,Inanim
no . I really couldn't tell you anything about that part of the trip but I think I might be able to tell you a little more .,tell you a little more .  about their trip to . Alexandra from Waitahuna,tell,you,Def,pronoun,Anim,a little more about their trip to Alexandra from Waitahuna,Indef,non,Inanim
oh I can't tell you exactly .,tell you exactly .  how many days,tell,you,Def,pronoun,Anim,exactly how many days,Indef,non,Inanim
but . I can't tell you the names of the teachers but they also went to a night school . those children who were not able .,tell you the names of the teachers,tell,you,Def,pronoun,Anim,the names of the teachers,Def,non,Inanim
they'd say to them that they ought to have a side of mutton for the week we'll give you a forequarter today .,give you a forequarter,give,you,Def,pronoun,Anim,a forequarter,Indef,non,Inanim
that the the oh they'd just fill up their bag and say give them their quarter and fill the bag and take this or take that home you might want it to feed your dogs or use what you can out of it,give them their quarter,give,them,Def,pronoun,Anim,their quarter,Def,non,Inanim
told me that just yesterday,told me that,told,me,Def,pronoun,Anim,that,Def,pronoun,Inanim
can anyone tell me in what year the bridge was built over here the old rickety bridge in  what,tell me in what year the bridge was built over here,tell,me,Def,pronoun,Anim,in what year the bridge was built over here,Indef,non,Inanim
I'll just give you the book,give you the book,give,you,Def,pronoun,Anim,the book,Def,non,Inanim
give me  something,give me  something nice to look at,give,me,Def,pronoun,Anim,something nice to look at,Indef,non,Inanim
and ahh you always paid a dressmaker about ahh fifteen shillings or a pound a week .,paid a dressmaker about ahh fifteen shillings or a pound a week .,paid,a dressmaker,Indef,non,Anim,about fifteen shillings or a pound a week,Indef,non,Inanim
ahh father lent them the race course paddock,lent them the race course paddock,lent,them,Def,pronoun,Anim,the race course paddock,Def,non,Inanim
you always gave them whatever they asked for .,gave them whatever they asked for .,gave,them,Def,pronoun,Anim,whatever they asked for,Indef,pronoun,Inanim
he wanted the raincoat and my brother Willy said oh he couldn't give him his raincoat .,give him his raincoat .,give,him,Def,pronoun,Anim,his raincoat,Def,non,Inanim
and they gave him plenty of food to eat .,gave him plenty of food to eat .,gave,him,Def,pronoun,Anim,plenty of food to eat,Indef,non,Inanim
in the dark for to . tell mother what was the matter -,tell mother what was the matter -,tell,mother,Def,non,Anim,what was the matter,Indef,non,Inanim
was up in the old Institute in Port there I can tell you the very room,tell you the very room,tell,you,Def,pronoun,Anim,the very room,Def,non,Inanim
yes . I can tell you a lot,tell you a lot,tell,you,Def,pronoun,Anim,a lot,Indef,non,Inanim
and Mr gave me five shillings when I started .,gave me five shillings,gave,me,Def,pronoun,Anim,five shillings,Indef,non,Inanim
can't tell you anything much about I suppose Uncle Andy could because .,tell you anything much about,tell,you,Def,pronoun,Anim,anything much about,Indef,non,Inanim
he had only one part of it . so I gave him all this . yes -,gave him all this .,gave,him,Def,pronoun,Anim,all this,Def,pronoun,Inanim
in the long ago days would give a sailor hospitality .,give a sailor hospitality .,give,a sailor,Indef,non,Anim,hospitality,Indef,non,Inanim
and of course they always had to . give them something . and ahh . they ahh .,give them something .,give,them,Def,pronoun,Anim,something,Indef,non,Inanim
farming section . if they had been here today you see they could could have given you .   the,given you .   the whole history of the mill,given,you,Def,pronoun,Anim,the whole history of the mill,Def,non,Inanim
well I had to kill a sheep every Friday and I won't tell you how long it took me to dress it because some of the freezing workers would be be after me .,tell you how long it took me to dress it,tell,you,Def,pronoun,Anim,how long it took me to dress it,Indef,non,Inanim
well how did you get on for luxuries well I'll tell you how I got on for luxuries .,tell you how I got on for luxuries .,tell,you,Def,pronoun,Anim,how I got on for luxuries,Indef,non,Inanim
for each rabbit well I'll tell you what I done .,tell you what I done .,tell,you,Def,pronoun,Anim,what I done,Indef,non,Inanim
I'll tell you a little episode that happened .,tell you a little episode that happened .,tell,you,Def,pronoun,Anim,a little episode that happened,Indef,non,Inanim
yes I remember the time but I'll tell you very funny thing about it .,tell you very funny thing about it .,tell,you,Def,pronoun,Anim,very funny thing about it,Indef,non,Inanim
yes I think I can tell you the . the principle reason of that -,tell you the . the principle reason of that -,tell,you,Def,pronoun,Anim,the the principle reason of that,Def,non,Inanim
and Hulme on behalf of the Bank of New Zealand offered him ten .,offered him ten .,offered,him,Def,pronoun,Anim,ten,Indef,non,Inanim
and I gave him the letter as soon as he come and spoke .,gave him the letter,gave,him,Def,pronoun,Anim,the letter,Def,non,Inanim
in fact that man er lady there could show you a piece of gold that's any good that was .,show you a piece of gold that's any good that was .  caught . by myself in . a little after eighteen well eighteen eighty nine,show,you,Def,pronoun,Anim,a piece of gold that 's any good that was caught by myself in a little after eighteen eighty nine,Indef,non,Inanim
and the young fella was able for him and he give him a bash with a shovel .,give him a bash with a shovel .,give,him,Def,pronoun,Anim,a bash with a shovel,Indef,non,Inanim
a Chinee doctor come over but ahh . it couldn't do him any good,do him any good,do,him,Def,pronoun,Anim,any good,Indef,non,Inanim
however they had a bit of a consultation amongst themselves and they gave him so many hours to leave the district .,gave him so many hours,gave,him,Def,pronoun,Anim,so many hours,Indef,non,Inanim
I couldn't tell you that either he had it in he'd fix it up when they come here,tell you that,tell,you,Def,pronoun,Anim,that,Def,pronoun,Inanim
he took him down took him up to show him his pigs and his race horses and everything,show him his pigs and his race horses and everything,show,him,Def,pronoun,Anim,his pigs and his race horses and everything,Def,non,Anim
it didn't do him any good in the winter . he didn't want it - so I <but>,do him any good,do,him,Def,pronoun,Anim,any good,Indef,non,Inanim
and we did it . that dredge was full of water but that did no do it no harm .,do it no harm .,do,it,Def,pronoun,Inanim,no harm,Indef,non,Inanim
has been said to me . but he says I tell you this .,tell you this .,tell,you,Def,pronoun,Anim,this,Def,pronoun,Inanim
