Unnamed: 0,Context,Response.variable,Possessor,Possessum,morph_case
5697,&the amount& of $atmosphere you have to generate$ .,of-genitive,atmosphere you have to generate,the amount,gen
5698,&the way& of $oxygen$,of-genitive,oxygen,the way,gen
5699,the sh~ scale of wo$rks that went on down ther&&s$cale of works that went on down there,of-genitive,works that went on down there,the scale,gen
5700,&the meccas& of $fishing$,of-genitive,fishing,the meccas,gen
5701,&the back& of $the queue$ .,of-genitive,the queue,the back,gen
5702,&the other side& of $the street$,of-genitive,the street,the other side,gen
5703,the . sex side of th$ings &$&ide of things .,of-genitive,things,the sex side,gen
5704,t$he . um$ - physical aspects of its . you know . jo&& aspects of its . you know . job,of-genitive,its job,the physical aspects,gen
5705,&the middle& of $this wet bush$ .,of-genitive,this wet bush,the middle,gen
5706,&start& of $seventh form$,of-genitive,seventh form,start,gen
5707,&start& of $fourth or fifth form$,of-genitive,fourth or fifth form,start,gen
5708,&the end& of $seventh form$,of-genitive,seventh form,the end,gen
5709,&the end& of $seventh form$,of-genitive,seventh form,the end,gen
5710,&the centre& of $attention$,of-genitive,attention,the centre,gen
5711,&cost& of $the course$ .,of-genitive,the course,cost,gen
5712,&the electrical and the mechanical side& of $things$,of-genitive,things,the electrical and the mechanical side,gen
5713,&the back& of $your hand$,of-genitive,your hand,the back,gen
5714,&the best time& of $your life$ .,of-genitive,your life,the best time,gen
5715,&the new version& of $the muppets$,of-genitive,the muppets,the new version,gen
5716,&the other side& of $town$,of-genitive,town,the other side,gen
5717,&the edge& of $the beach$,of-genitive,the beach,the edge,gen
5718,&the top& of $the hill$ .,of-genitive,the hill,the top,gen
5719,&the end& of $the playground$,of-genitive,the playground,the end,gen
5720,&the end& of $the tennis courts$ .,of-genitive,the tennis courts,the end,gen
5721,&the other end& of $harley's road$ .,of-genitive,harley's road,the other end,gen
5722,$new zealand$'s &water&,s-genitive,new zealand,water,gen
5723,&the people& of $new zealand$ .,of-genitive,new zealand,the people,gen
5724,&the people& of $new zealand$,of-genitive,new zealand,the people,gen
5725,&the leader& of $the country$ .,of-genitive,the country,the leader,gen
5726,&the face& of $the city$,of-genitive,the city,the face,gen
5727,&the other side& of $the river$,of-genitive,the river,the other side,gen
5728,&the main body& of $the mountain$,of-genitive,the mountain,the main body,gen
5729,&the top& of $the first peak$ .,of-genitive,the first peak,the top,gen
5730,&the back& of $our place$ .,of-genitive,our place,the back,gen
5731,&the other side& of $inglewood$,of-genitive,inglewood,the other side,gen
5732,&the top& of $a hill$,of-genitive,a hill,the top,gen
5733,&the nobby area& of $town$,of-genitive,town,the nobby area,gen
5734,&north island& of $new zealand$,of-genitive,new zealand,north island,gen
5735,the ah kohanga reo movement movement of ne$w zealan&&m$ent movement of new zealand,of-genitive,new zealand,the kohanga reo movement,gen
5736,th&e border o&f liverpool <mm> and wales $$rpool <mm> and wales .,of-genitive,liverpool and wales,the border,gen
5737,&the base& of $a coal mine$ -,of-genitive,a coal mine,the base,gen
5738,&the middle& of $east germany$ .,of-genitive,east germany,the middle,gen
5739,&the northern territory& of $australia$,of-genitive,australia,the northern territory,gen
5740,&the seaside part& of $christchurch$ .,of-genitive,christchurch,the seaside part,gen
5741,&the fields& of $where you want to go$,of-genitive,where you want to go,the fields,gen
5742,&the lights& of $sydney$,of-genitive,sydney,the lights,gen
5743,&the redness& . you know of $the canyon and so on$ .,of-genitive,the canyon and so on,the redness,gen
5744,&the wildflowers& of $arizona$,of-genitive,arizona,the wildflowers,gen
5745,&the flat part& of $christchurch$,of-genitive,christchurch,the flat part,gen
5746,&the name& of $the place out in hororata$,of-genitive,the place out in hororata,the name,gen
5747,&the end& of $the earth$,of-genitive,the earth,the end,gen
5748,&the name& of $the place$,of-genitive,the place,the name,gen
5749,&the heart& of $london$ .,of-genitive,london,the heart,gen
5750,&the other side& of $taradale$,of-genitive,taradale,the other side,gen
5751,&the other side& of $the world$ .,of-genitive,the world,the other side,gen
5752,th&e number o&f hills   that i have conquered in the last twelve month$$ast twelve months,of-genitive,hills that i have conquered in the last twelve months,the number,gen
5753,&the head& of $the sutherland falls$ .,of-genitive,the sutherland falls,the head,gen
5754,&the name& of $the major city$,of-genitive,the major city,the name,gen
5755,&the security& of a . like $a village type$ .,of-genitive,a village type,the security,gen
5756,&the middle& of $the dancefloor$ .,of-genitive,the dancefloor,the middle,gen
5757,&the middle& of $town$ .,of-genitive,town,the middle,gen
5758,&middle& of um . $dublin$ and,of-genitive,dublin,middle,gen
5759,&the centre& of $dublin$,of-genitive,dublin,the centre,gen
5760,&the other side& of $gore$ .,of-genitive,gore,the other side,gen
5761,&the middle& of $the south island$,of-genitive,the south island,the middle,gen
5762,&the back& of $waimate$,of-genitive,waimate,the back,gen
5763,&the top& of $the aisle$ .,of-genitive,the aisle,the top,gen
5764,$australia$'s/ &poor neighbours&,s-genitive,australia,poor neighbours,gen
5765,&the other side& of $campus$ --,of-genitive,campus,the other side,gen
5766,the . multicultural . makeup of au$cklan&&a$keup of auckland,of-genitive,auckland,the multicultural makeup,gen
5767,&the inclination& of $somewhere tropical$ .,of-genitive,somewhere tropical,the inclination,gen
5768,&the language& of $the island$,of-genitive,the island,the language,gen
5769,&the heart& of $the city$ ?,of-genitive,the city,the heart,gen
5770,&the edge& of $the sea$,of-genitive,the sea,the edge,gen
5771,&the top& of $the island$,of-genitive,the island,the top,gen
5772,&the side& of $the mountain$,of-genitive,the mountain,the side,gen
5773,&the ass end& of you know $southland$ .,of-genitive,southland,the ass end,gen
5774,the ecology 'n biological status of th$e worl&&u$s of the world,of-genitive,the world,the ecology n biological status,gen
5775,&the banks& of $the thames$ -,of-genitive,the thames,the banks,gen
5776,&the top& of $the mountain$ .,of-genitive,the mountain,the top,gen
5777,the . other side of me$lbourn&&i$de of melbourne,of-genitive,melbourne,the other side,gen
5778,&the centre& of $london$'s .,of-genitive,london,the centre,gen
5779,&the other half& of $the ward$,of-genitive,the ward,the other half,gen
5780,&the east coast& - of $malaysia$,of-genitive,malaysia,the east coast,gen
5781,&the foothills& of $the himalayas$,of-genitive,the himalayas,the foothills,gen
5782,&the likes& of $rotorua or auckland$ -,of-genitive,rotorua or auckland,the likes,gen
5783,$new zealand$'s &top rifle shooters&,s-genitive,new zealand,top rifle shooters,gen
5784,&the top floor& of $the casino$,of-genitive,the casino,the top floor,gen
5785,&the back& of $azure$ .,of-genitive,azure,the back,gen
5786,&the back& of $methven$,of-genitive,methven,the back,gen
5787,&the back& of $alexandria$ --,of-genitive,alexandria,the back,gen
5788,the &the coasts& of $new zealand$,of-genitive,new zealand,the coasts,gen
5789,th&e bustle o&f the - city $$tle of the - city .,of-genitive,the city,the bustle,gen
5790,&the back& of $ashley township$,of-genitive,ashley township,the back,gen
5791,&the top& of $mount grey$,of-genitive,mount grey,the top,gen
5792,&the top& of $mount grey$,of-genitive,mount grey,the top,gen
5793,&the bottom& . of $a valley$,of-genitive,a valley,the bottom,gen
5794,&the other side& of $saltwater creek$,of-genitive,saltwater creek,the other side,gen
5795,&the opposite side& of $the town$,of-genitive,the town,the opposite side,gen
5796,&the hub& of $the world$,of-genitive,the world,the hub,gen
5797,&the end& of uh . $belfast$,of-genitive,belfast,the end,gen
5798,&top& of $bluff hill$ .,of-genitive,bluff hill,top,gen
5799,&the main parts& of $fiji$,of-genitive,fiji,the main parts,gen
5800,&the level& of $the sea$,of-genitive,the sea,the level,gen
5801,$hawkes bay$'s &suns&,s-genitive,hawkes bay,suns,gen
5802,&the back& of $waiheke$ .,of-genitive,waiheke,the back,gen
5803,&the end& of $bell street$,of-genitive,bell street,the end,gen
5804,&the bottom part& of $the orchard$,of-genitive,the orchard,the bottom part,gen
5805,&the middle& of $nowhere$ .,of-genitive,nowhere,the middle,gen
5806,&the centre& of $the city$,of-genitive,the city,the centre,gen
5807,&the north& of $england$ .,of-genitive,england,the north,gen
5808,&the coast& of $new zealand$,of-genitive,new zealand,the coast,gen
5809,&the light& of $the moon$ .,of-genitive,the moon,the light,gen
5810,&the divide& of $the mountains$,of-genitive,the mountains,the divide,gen
5811,&the indonesian part& of $borneo$,of-genitive,borneo,the indonesian part,gen
5812,&the middle& of $kalimantan$,of-genitive,kalimantan,the middle,gen
5813,&the middle& of $christchurch$ .,of-genitive,christchurch,the middle,gen
5814,&the top& of $the karunda$,of-genitive,the karunda,the top,gen
5815,&the banks& of $the river$,of-genitive,the river,the banks,gen
5816,&the north& of $china$,of-genitive,china,the north,gen
5817,&the margins& of $the sahara$,of-genitive,the sahara,the margins,gen
5818,&the natural wonders& of $the world$,of-genitive,the world,the natural wonders,gen
5819,the . top of a $clif&&t$op of a cliff,of-genitive,a cliff,the top,gen
5820,&the south branch& of $the hurinui$,of-genitive,the hurinui,the south branch,gen
5821,&the central city& of $christchurch$ .,of-genitive,christchurch,the central city,gen
5822,&the culture& of $the country$,of-genitive,the country,the culture,gen
5823,$new zealand$'s &population&,s-genitive,new zealand,population,gen
5824,&the impression& of $london$,of-genitive,london,the impression,gen
5825,&the history& of $the place$,of-genitive,the place,the history,gen
5826,&the knowledge& of $the area$ .,of-genitive,the area,the knowledge,gen
5827,&the middle& of $london$,of-genitive,london,the middle,gen
5828,&the length& of $new zealand$,of-genitive,new zealand,the length,gen
5829,&the edge& of $the forest$ .,of-genitive,the forest,the edge,gen
5830,&the forests& of $westland$,of-genitive,westland,the forests,gen
5831,&the central business district& of $christchurch$ .,of-genitive,christchurch,the central business district,gen
5832,&the fabric& of $thailand$,of-genitive,thailand,the fabric,gen
5833,&the border& of $russia itself$,of-genitive,russia itself,the border,gen
5834,&the whole nature& of $russia$,of-genitive,russia,the whole nature,gen
5835,&the midst& of $a strongly atheistic state$ .,of-genitive,a strongly atheistic state,the midst,gen
5836,&the inside& of $singapore airport$,of-genitive,singapore airport,the inside,gen
5837,&the corner& of $the field$,of-genitive,the field,the corner,gen
5838,&the back& of where we $where we lived$,of-genitive,where we lived,the back,gen
5839,&the whole vista& of $the sea$ .,of-genitive,the sea,the whole vista,gen
5840,&the street& of $moscow$,of-genitive,moscow,the street,gen
5841,th&e name o&f a city in .    in in german$$ty in .    in in germany,of-genitive,a city in germany,the name,gen
5842,&the other side& of $town$ .,of-genitive,town,the other side,gen
5843,&the top& of $wairakei road$,of-genitive,wairakei road,the top,gen
5844,&the eastern end& of $pennsylvania$ .,of-genitive,pennsylvania,the eastern end,gen
5845,the .   east coast of th$e north islan&&c$oast of the north island,of-genitive,the north island,the east coast,gen
5846,$christchurch$'s &sister cities&?,s-genitive,christchurch,sister cities,gen
5847,&the central part& of $egypt$ -,of-genitive,egypt,the central part,gen
5848,&the business industrial part& of $town$,of-genitive,town,the business industrial part,gen
5849,&the name& of $the place$,of-genitive,the place,the name,gen
5850,&the head& of the . $the waiau$ .,of-genitive,the waiau,the head,gen
5851,&the back here& of $mount thomas$ .,of-genitive,mount thomas,the back here,gen
5852,the s~ . heart of so$uthland &$& heart of southland -,of-genitive,southland,the heart,gen
5853,&the far corner& of $this car park$ .,of-genitive,this car park,the far corner,gen
5854,&the far corner&  of $this car park$,of-genitive,this car park,the far corner,gen
5855,&the middle& of $this car park$,of-genitive,this car park,the middle,gen
5856,&the other side& of $the world$,of-genitive,the world,the other side,gen
5857,&the middle& of $nowhere$,of-genitive,nowhere,the middle,gen
5858,&bottom& of $the south island$ - -,of-genitive,the south island,bottom,gen
